"Therefore the redeemed","","Ruth Lake. * Copyright © 1972 Scripture in Song, a division of Integrity Music/Adm. by Kingsway's Thankyou Music.","Ruth Lake","","",
"There's a call","","Stuart Townend * Copyright © 2001 Thankyou Music","Stuart Townend","","",
"There's a calling to the nations","","Ken Riley * Copyright © 1999 Thankyou Music","Ken Riley","","",
"There's a light that shines,","","Geoff Bullock. * Copyright © 1997 Watershed Productions/ Kingsway's Thankyou Music.","Geoff Bullock","","",
"There's a new song upon my lips","","Johnny Parks * Copyright © 2001 Thankyou Music","Johnny Parks","","",
"There's a pageant of triumph in glory,","","David Fellingham * Copyright © 1999 Thankyou Music","David Fellingham","","",
"There's a people","","Terry Virgo & Stuart Townend * Copyright © 2000 Thankyou Music","Terry Virgo | Stuart Townend","","",
"There's a place where the streets shine;","","Paul Oakley. * Copyright © 1995 Kingsway's Thankyou Music.","Paul Oakley","SOF #1041","",
"There's a quiet understanding","","Ted Smith. * Copyright © 1973 Hope Publishing Co/ Adm. by CopyCare.","Ted Smith","","",
"There's a river of joy","","Taran Ash, James Mott & Matthew Pryce. * Copyright © 1997 Kingsway's Thankyou Music.","Taran Ash | James Mott | Matthew Pryce","","",
"There's a river","","Malcolm du Plessis. * Copyright © 1991 Maranatha! Music/ Adm. by CopyCare.","Malcolm du Plessis","","",
"There's a sound on the wind","","Graham Kendrick. * Copyright © 1978 Kingsway's Thankyou Music.","Graham Kendrick","","",
"There's a wind a-blowing","","David Ruis. * Copyright © 1994 Mercy/Vineyard Publishing/ Adm. by CopyCare.","David Ruis","","",
"There's an awesome sound","","Richard Lewis. * Copyright © 1997 Kingsway's Thankyou Music.","Richard Lewis","","",
"There's no love greater than Your love","","James Taylor * Copyright © 2000 Thankyou Music","James Taylor","","",
"There's no one like our God","","Vicky Beeching & Steve Mitchinson * Copyright © 1999 Vineyard Songs (UK/Eire)/Adm. by CopyCare","Vicky Beeching | Steve Mitchinson","","",
"There's no one like You,","","Eddie Espinosa * Copyright © 1990 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Eddie Espinosa","","",
"There's nothing I like better","","Ian Smale. * Copyright © 1994 Kingsway's Thankyou Music.","Ian Smale","","",
"These are the days of Elijah,!","","Robin Mark. * Copyright © 1997 Daybreak Music Ltd.","Robin Mark","SOF #1047","",
"They that wait on the Lord","","Kevin Prosch. * Copyright © 1995 7th Time Music/ Kingsway's Thankyou Music.","Kevin Prosch","","",
"Thine be the glory,","","Edmond Louis Budry. * Tr. R. Birch Hoyle.","Edmond Louis Budry","","",
"Thine, O Lord, is the greatness,","","Suella Behrns. * Copyright © 1983 Christian Fellowship of Columbia.","Suella Behrns","","",
"This child","","Graham Kendrick * Copyright © 1988 Make Way Music","Graham Kendrick","","",
"This earth belongs to God,","","Christopher Idle. * Copyright © Christopher Idle/Jubilate Hymns.","Christopher Idle","","",
"This God is our God,","","Kent Henry & David Ortinau. * Copyright © 1995 Kent Henry Ministries/Kingsway's Thankyou Music.","Kent Henry | David Ortinau","","",
"This I know,","","Mark Altrogge. * Copyright © 1992 People of Destiny International/Word Music/Adm. by CopyCare.","Mark Altrogge","","",
"This is Holy ground,","","Christopher Beatty. * Copyright © 1979 Birdwing Music/BMG Songs/EMI Christian Music Publishing/Adm. by CopyCare.","Christopher Beatty","","",
"This is love","","Kristyn Lennox & Keith Getty * Copyright © 2002 Thankyou Music","Kristyn Lennox | Keith Getty","","",
"This is my belovèd Son","","Graham Kendrick. * Copyright © 1985 Kingsway's Thankyou Music.","Graham Kendrick","","",
"This is my desire, to honour you;;","","Reuben Morgan * Copyright © 1995 Reuben Morgan/Hillsong Publishing/Kingsway Music","Reuben Morgan","SOF #1561","",
"This is my pilgrimage,","","Sue Rinaldi. * Copyright © 1996 Kingsway's Thankyou Music.","Sue Rinaldi","","",
"This is the air I breathe;;","","Marie Barnett * Copyright © 1995 Mercy/Vineyard Publishing/Adm. by CopyCare","Marie Barnett","SOF #1562","",
"This is the best place,","","Ian White * Copyright © 1997 Thankyou Music.","Ian White","","",
"This is the day, that the Lord has made;","","Les Garrett. * Copyright © 1967 Scripture in Song, a division of Integrity Music/ Adm. by Kingsway's Thankyou Music.","Les Garrett","SOF  #553","",
"This is the mystery,","","Chris Bowater & Phil Lawson Johnston. * Copyright © 1992 Sovereign Lifestyle Music.","Chris Bowater | Phil Lawson Johnston","","",
"This is the place","","Dave Bilbrough. * Copyright © 1997 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"This love,","","Geoff Bullock. * Copyright © 1994 Word Music/Adm. by CopyCare.","Geoff Bullock","","",
"This means I love You","","Matt Redman * Copyright © 1995 Thankyou Music","Matt Redman","","",
"Thou art worthy,","","Pauline Michael Mills. * Copyright © 1963, 1975 Fred Bock Music/ Kingsway's Thankyou Music.","Pauline Michael Mills","","",
"Thou didst leave thy throne","","Emily E. Steele Elliott. *","Emily E. Steele Elliott","","",
"Thou, O Lord, art a shield about me,","","Donn Thomas & Charles Williams. * Copyright © 1980 Spoone Music/ Word Music/Adm. by CopyCare.","Donn Thomas | Charles Williams","","",
"Thou, whose Almighty word","","John Marriott. *","John Marriott","","",
"Though I feel afraid","","Ian White. * Copyright © 1996 Little Misty Music/ Kingsway's Thankyou Music.","Ian White","","",
"Though trials will come","","Graham Kendrick * Copyright © 2001 Make Way Music","Graham Kendrick","","",
"Through all the changing scenes of life","","","N. Tate (1652-1715) | N. Brady (1659-1726)","","",
"Through days of rage and wonder","","Graham Kendrick * Copyright © 1998 Make Way Music","Graham Kendrick","","",
"Through our God","","Dale Garratt. * Copyright © 1979 Scripture in Song, a division of Integrity Music/Adm. by Kingsway's Thankyou Music.","Dale Garratt","","",
"Throughout the earth Your glory will come,","","James Wright. * Copyright © 1996 Kingsway's Thankyou Music.","James Wright","","",
"Thy hand, O God has guided","","Edward Hayes Plumptre. *","Edward Hayes Plumptre","","",
"Thy word is a lamp unto my feet;","","Amy Grant & Michael W. Smith. * Copyright © 1983 Bug & Bear Music/LCS Music Group Inc./Meadowgreen Music/EMI Christian Music Publishing/Adm. by CopyCare.","Amy Grant | Michael W. Smith","SOF #1066","",
"Time is too short","","Matt Redman * Copyright © 2000 Thankyou Music","Matt Redman","","",
"To be in Your presence,","","Noel Richards. * Copyright © 1991 Kingsway's Thankyou Music.","Noel Richards","","",
"To God be the glory!","","Fanny J. Crosby. *","Fanny J. Crosby","","",
"To Him we come","","James E. Seddon (1915-83) * Copyright © Mrs M. Seddon/Jubilate Hymns Ltd","James E. Seddon (1915-83)","","",
"To Him who loves us,","","Bryn Haworth. * Copyright © 1996 Kingsway's Thankyou Music.","Bryn Haworth","","",
"To Him who sits on the throne","","Debbye Graafsma. * Copyright © 1985 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","Debbye Graafsma","","",
"To walk with You,","","Matthew Bridle * Copyright © 1998 Thankyou Music","Matthew Bridle","","",
"To You, King Jesus","","Nathan Fellingham * Copyright © 2002 Thankyou Music","Nathan Fellingham","","",
"To You, O Lord","","Graham Kendrick * Copyright © 1997 Make Way Music","Graham Kendrick","","",
"To Your Majesty,","","Sue Rinaldi & Steve Bassett. * Copyright © 1988 Word's Spirit of Praise Music/Adm. by CopyCare.","Sue Rinaldi | Steve Bassett","","",
"Ubi caritas","","Taizé, music: Jacques Berthier (1923-94) * Copyright © 1980 Ateliers et Presses de Taizé","Taizé | music: Jacques Berthier (1923-94)","","",
"Unto thee, O Lord,","","Charles F. Monroe. * Copyright © 1971 Maranatha! Music/ Adm. by CopyCare.","Charles F. Monroe","","",
"Unto us a boy is born","","Latin, 15th Century * Tr. Percy Dearmer (1867-1936) Copyright © Oxford University Press","Latin | 15th Century","","",
"Unto You, O Lord,","","Phil Townend. * Copyright © 1986 Kingsway's Thankyou Music.","Phil Townend","","",
"Visit us, O Lord,","","Kirk & Deby Dearman. * Copyright © Ariose Music/EMI Christian Music Publishing/Adm. by CopyCare.","Kirk Dearman | Deby Dearman","","",
"Wait for the Lord","","Jacques Berthier (1923-94) * Copyright © Ateliers et Presses de Taizé","Jacques Berthier (1923-94)","","",
"Waiting for Your Spirit,","","Mick Gisbey. * Copyright © 1995 Kingsway's Thankyou Music.","Mick Gisbey","","",
"Wake up, my soul,","","Matt Redman. * Copyright © 1994 Kingsway's Thankyou Music.","Matt Redman","","",
"Wake up, wake up O sleeper,","","Nathan Fellingham. * Copyright © 1996 Kingsway's Thankyou Music.","Nathan Fellingham","","",
"Wash me clean","","Maggi Dawn. * Copyright © 1994 Kingsway's Thankyou Music.","Maggi Dawn","","",
"We are a chosen people,","","David J. Hadden. * Copyright © 1982 Restoration Music Ltd./ Adm. by Sovereign Music UK.","David J. Hadden","","",
"We are a people of power,","","Trevor King. * Copyright © 1986 Trevor King/ Kingsway's Thankyou Music.","Trevor King","","",
"We are all together","","Danny Daniels. * Copyright © 1987 Mercy/Vineyard Publishing/Adm. by CopyCare.","Danny Daniels","","",
"We are being built into a temple,","","lan Traynar. * Copyright © 1977 Kingsway's Thankyou Music.","lan Traynar","","",
"We are called to be prophets to this nation,","","Brian Houston * Copyright © 1999 Thankyou Music","Brian Houston","","",
"We are heirs of God Almighty","","Stuart Townend * Copyright © 2002 Thankyou Music","Stuart Townend","","",
"We are here to praise You,","","Graham Kendrick. * Copyright © 1985 Kingsway's Thankyou Music.","Graham Kendrick","","",
"We are His people,","","Kevin Prosch. * Copyright © 1991 Mercy/Vineyard Publishing/Adm. by CopyCare.","Kevin Prosch","","",
"We are in God's army,","","lan Smale. * Copyright © 1987 Kingsway's Thankyou Music.","lan Smale","","",
"We are joined by angels","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"We are marching in the light of God,","","Tr. Anders Nyberg. * Copyright © 1990 Wild Goose Publications.","Tr. Anders Nyberg","","",
"We are marching to a different anthem,","","No permission is required to reproduce this song for non-commercial purposes *  Lex Loizides. Copyright © 1997 Kingsway's Thankyou Music.","No permission is required to reproduce this song for non-commercial purposes","","",
"We are salt","","Bob Fitts. * Copyright, © 1992 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Bob Fitts","","",
"We are standing","","Geron Davis. * Copyright © 1983 Songchannel Music Co. Meadowgreen Music /EMIChristian Music Publishing/Adm. by CopyCare.","Geron Davis","","",
"We are the army of God,","","Kevin Prosch. * Copyright © 1990 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Kevin Prosch","","",
"We are the hands of God,","","John Pantry. * Copyright © 1990 Kingsway's Thankyou Music.","John Pantry","","",
"We are Your inheritance,","","Paul Oakley. * Copyright © 1996 Kingsway's Thankyou Music.","Paul Oakley","","",
"We are Your people","","David Fellingham. * Copyright © 1986 Kingsway's Thankyou Music.","David Fellingham","","",
"We ask You, O Lord,","","Richard Lewis. * Copyright © 1994 Kingsway's Thankyou Music.","Richard Lewis","","",
"We behold Your glory,","","David & Nathan Fellingham. * Copyright © 1995 Kingsway's Thankyou Music.","David Fellingham | Nathan Fellingham","","",
"We believe in hebrews thirteen, eight,","","Ian Smale. * Copyright © 1996 Kingsway's Thankyou Music.","Ian Smale","","",
"We bow down and confess","","Viola Grafstrom. * Copyright © 1996 Kingsway's Thankyou Music.","Viola Grafstrom","","",
"We bow our hearts","","Charlie Hall * Copyright © 2000 worshiptogether.com songs/Six Steps Music/ Adm. by Kingsway Music","Charlie Hall","","",
"We break this bread","","Copyright © 1980 Central Board of Finance * of the Church of England.  Used by permission.","Copyright © 1980 Central Board of Finance","","",
"We bring the sacrifice of praise","","Kirk Dearman. * Copyright © 1981 Stamps Baxter Music/ John T. Benson Publishing Co/ Adm. by CopyCare.","Kirk Dearman","","",
"We come in Your name","","Kate Simmonds & Mark Edwards * Copyright © 2002 Thankyou Music","Kate Simmonds | Mark Edwards","","",
"We confess the sins of our nation,","","Kevin Prosch. * Copyright © 1991 Mercy/Vineyard Publishing/Adm. by CopyCare.","Kevin Prosch","","",
"We could watch You from afar","","Matt Redman * Copyright © 2002 Thankyou Music","Matt Redman","","",
"We declare that the kingdom of God is here,","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.  (Men and women in canon)","Graham Kendrick","","",
"We declare there's only one Lord,","","Pete Roe. * Copyright © 1985 Kingsway's Thankyou Music.","Pete Roe","","",
"We declare Your Majesty,","","Malcolm du Plessis. * Copyright © 1984 Kingsway's Thankyou Music.","Malcolm du Plessis","","",
"We extol You,","","David Fellingham. * Copyright © 1987 Kingsway's Thankyou Music.","David Fellingham","","",
"We fall down","","Chris Tomlin * Copyright © 1998 worshiptogether.com songs/ Adm. by Kingsway Music","Chris Tomlin","","",
"We give thanks to You,","","Mark Altrogge. * Copyright © 1992 Integrity's Hosanna! Music/ People of Destiny Int./Adm. by Kingsway's Thankyou Music.","Mark Altrogge","","",
"We have a gospel to proclaim","","Edward J. Burns * Copyright © Edward J. Burns","Edward J. Burns","","",
"We have a vision","","Chris Falson. * Copyright © 1990 Chris Falson Music/Adm. by Kingsway's Thankyou Music.","Chris Falson","","",
"We have called on You, Lord,","","Stuart Garrard. * Copyright © 1992 Kingsway's Thankyou Music.","Stuart Garrard","","",
"We have come into this place","","Bruce Ballinger. * Copyright © 1976 Sound III/Tempo Music Publications/CopyCare.","Bruce Ballinger","","",
"We have come to mount Zion,","","Robert Newey. * Copyright © 1989 Kingsway's Thankyou Music.","Robert Newey","","",
"We have come to seek Your face,","","Robert Newey. * Copyright © 1997 Kingsway's Thankyou Music.","Robert Newey","","",
"We have flooded the altar","","Martin Smith. * Copyright © 1994 Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","","",
"We have prayed that You would have mercy;","","Paul Oakley. * Copyright © 1994 Kingsway's Thankyou Music.","Paul Oakley","","",
"We have sung our songs of victory,","","Stuart Townend. * Copyright © 1997 Kingsway's Thankyou Music.","Stuart Townend","","",
"We have this treasure in jars of clay.","","Doug Horley * Copyright © 1999 Thankyou Music","Doug Horley","","",
"We know that all things","","David J. Hadden. * Copyright © 1983 Restoration Music Ltd./ Adm. by Sovereign Music UK.","David J. Hadden","","",
"We lift up our heads,","","David Fellingham. * Copyright © 1997 Kingsway's Thankyou Music.","David Fellingham","","",
"We look to You, Almighty God","","Alan Rose * Copyright © 2000 Thankyou Music","Alan Rose","","",
"We place You on the highest place,","","Ramon Pink. * Copyright © 1983 Scripture in Song, a division of Integrity Music/Adm. by Kingsway's Thankyou Music.","Ramon Pink","","",
"We plough the fields","","Matthias Claudius. * Tr. Jane M. Campbell.","Matthias Claudius","","",
"We really want to thank You, Lord,","","Ed Baggett. * Copyright © 1974, 1975 Celebration/ Kingsway's Thankyou Music.","Ed Baggett","","",
"We rejoice in the goodness of our God,","","Carol Owen. * Copyright © 1994 Kingsway's Thankyou Music.","Carol Owen","","",
"We rest on thee, our shield and our defender!","","Edith G. Cherry. *","Edith G. Cherry","","",
"We see the Lord","","Robin Mark * Copyright © 2000 Integrity's Hosanna! Music/Sovereign Music UK","Robin Mark","","",
"We shall be as one,","","Joan Parsons. * Copyright © 1978 Kingsway's Thankyou Music.","Joan Parsons","","",
"We shall stand","","Graham Kendrick. * Copyright © 1988 Make Way Music.","Graham Kendrick","","",
"We stand together","","Lex Loizides. * Copyright © 1996 Kingsway's Thankyou Music.","Lex Loizides","","",
"We wanna change this world,","","Sue Rinaldi. * Copyright © 1996 Kingsway's Thankyou Music.","Sue Rinaldi","","",
"We want to see Jesus lifted high;","","Doug Horley. * Copyright © 1993 Kingsway's Thankyou Music.","Doug Horley","SOF #1105","",
"We will give ourselves no rest","","Steve Cantellow & Matt Redman. * Copyright © 1996 Kingsway's Thankyou Music.","Steve Cantellow | Matt Redman","","",
"We will glorify","","Twila Paris. * Copyright © 1982 Singspiration Music/John T. Benson Publishing Co./Adm. by CopyCare.","Twila Paris","","",
"We will honour You,","","Phil Lawson Johnston. * Copyright © 1987 Kingsway's Thankyou Music.","Phil Lawson Johnston","","",
"We will seek Your face, ,","","Reuben Morgan * Copyright © 1997 Reuben Morgan/Hillsong Publishing/Kingsway Music","Reuben Morgan","","",
"We will tear down every stronghold","","Dave Bilbrough. * Copyright © 1991 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"We will worship the Lamb of glory,","","Dennis Jernigan. * Copyright © 1989 Shepherd's Heart Music/ Sovereign Lifestyle Music.","Dennis Jernigan","","",
"We worship and adore You,","","Ge Baas. * Copyright © 1983 Kingsway's Thankyou Music.","Ge Baas","","",
"Welcome, King of kings!","","Noel Richards. * Copyright © 1991 Kingsway's Thankyou Music.","Noel Richards","","",
"Well, I call upon my Father","","Ken Riley * Copyright © 2001 Thankyou Music","Ken Riley","","",
"Well, I hear they're singing","","Martin Smith. * Copyright © 1995 Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","","",
"Well, I thank You, Lord,","","Bob Baker. * Copyright © 1994 Mercy/Vineyard Publishing/Adm. by CopyCare.","Bob Baker","","",
"We'll sing a new song","","Diane Fung. * Copyright © 1979 Word's Spirit of Praise Music/Adm. by CopyCare.","Diane Fung","","",
"We'll walk the land;","","Graham Kendrick. * Copyright © 1989 Make Way Music.","Graham Kendrick","SOF #583","",
"We're gonna sing like the saved","","Matt Redman * Copyright © 1998 Thankyou Music","Matt Redman","","",
"We're here for the harvest,","","Chris Bowater. * Copyright © 1996 Sovereign Lifestyle Music.","Chris Bowater","","",
"We're longing for Your presence,","","Stuart Townend * Copyright © 1998 Thankyou Music","Stuart Townend","","",
"We're looking to Your promise","","Matt Redman. * Copyright © 1997 Kingsway's Thankyou Music.","Matt Redman","","",
"We're reaching out to You again.","","Ian White. * Copyright © 1997 Little Misty Music/ Kingsway's Thankyou Music.","Ian White","","",
"We're so thankful to You,","","Richard Lewis & Chris Cartwright. * Copyright © 1994 Kingsway's Thankyou Music.","Richard Lewis | Chris Cartwright","","",
"We're standing here","","Stuart Garrard. * Copyright © 1993 Kingsway's Thankyou Music.","Stuart Garrard","","",
"Were You there","","American Folk Hymn *","American Folk Hymn","","",
"We've come to praise You","","Kate Simmonds & Stuart Townend * Copyright © 2001 Thankyou Music","Kate Simmonds | Stuart Townend","","",
"What a day to be alive","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"What a friend I've found,","","Martin Smith. * Copyright © 1996 Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","","",
"What a friend we have in Jesus,","","Joseph M. Scriven. *","Joseph M. Scriven","","",
"What can I say","","Neil Bennetts * Copyright © 2001 Thankyou Music","Neil Bennetts","","",
"What child is this","","William Chatterton Dix (1837-98) *","William Chatterton Dix (1837-98)","","",
"What kind of love is this","","Bryn & Sally Haworth. * Copyright © 1983 Signalgrade/ Kingsway's Thankyou Music.","Bryn Haworth | Sally Haworth","","",
"What love is this, that took my place","","Dave Bilbrough * Copyright © 1999 Thankyou Music","Dave Bilbrough","","",
"What love is this? The love of Jesus","","Doug Horley & Steve Whitehouse * Copyright © 2001 Thankyou Music","Doug Horley | Steve Whitehouse","","",
"What to say, Lord?","","Joel Houston * Copyright © 1999 Joel Houston/Hillsong Publishing/Kingsway Music","Joel Houston","","",
"What wisdom once devised the plan","","Bob Kauflin * Copyright © 2000 PDI Praise/Adm. by CopyCare","Bob Kauflin","","",
"What wonder of grace","","Stuart Townend * Copyright © 2002 Thankyou Music","Stuart Townend","","",
"Whatever I have gained,","","Geoff Bullock. * Copyright © 1997 Watershed Productions/ Kingsway's Thankyou Music.","Geoff Bullock","","",
"When a knight won His spurs","","Jan Struther (1901-53) * Copyright © Oxford University Press","Jan Struther (1901-53)","","",
"When can I go and meet with God?","","Matt Redman. * Copyright © 1996 Kingsway's Thankyou Music.","Matt Redman","","",
"When deep calls to deep","","Paul Oakley * Copyright © 1998 Thankyou Music","Paul Oakley","","",
"When I come face to face","","Drew Land * Copyright © 2000 Thankyou Music","Drew Land","","",
"When I feel the touch","","Keri Jones & David Matthews. * Copyright © 1978 Word's Spirit of Praise Music/Adm. by CopyCare.","Keri Jones | David Matthews","","",
"When I look into Your holiness,","","Wayne & Cathy Perrin. * Copyright © 1980 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","Wayne Perrin | Cathy Perrin","","",
"When I needed a neighbour","","Sydney Carter * Copyright © 1965 Stainer & Bell Ltd","Sydney Carter","","",
"When I sing my praise","","Noel & Tricia Richards * Copyright © 1999 Thankyou Music","Noel Richards | Tricia Richards","","",
"When I survey (Oh, the wondeerful cross)","","Isaac Watts (1674-1748) * Refrain lyrics: Chris Tomlin & J.D. Walt Copyright © 2000 worshiptogether.com songs/Six Steps Music/ Adm. by Kingsway Music","Isaac Watts (1674-1748)","","",
"When I survey the wondrous cross","","Isaac Watts. *","Isaac Watts","","",
"When I was lost","","Kate & Miles Simmonds * Copyright © 2001 Thankyou Music","Kate Simmonds | Miles Simmonds","","",
"When love came down","","Stuart Townend * Copyright © 2001 Thankyou Music","Stuart Townend","","",
"When morning gilds the skies","","Tr. Edward Caswall. *","Tr. Edward Caswall","","",
"When my heart is faint","","Alan Rose * Copyright © 2000 Thankyou Music","Alan Rose","","",
"When my heart runs dry","","Matt Redman * Copyright © 2001 Thankyou Music","Matt Redman","","",
"When the darkness fills my senses,","","Reuben Morgan * Copyright © 1998 Reuben Morgan/Hillsong Publishing/Kingsway Music","Reuben Morgan","","",
"When the music fades;","","Matt Redman. * Copyright © 1997 Kingsway's Thankyou Music.","Matt Redman","SOF #1113","",
"When the road is rough and steep","","Norman J. Clayton * Copyright © 1985 Wordspring Music/Adm. by CopyCare","Norman J. Clayton","","",
"When the Spirit of the Lord","","Author unknown. *","Author unknown","","",
"When we turn our hearts to heaven","","Noel Richards & Ken Riley * Copyright © 2001 Thankyou Music","Noel Richards | Ken Riley","","",
"When we walk with the Lord","","John Henry Sammis. *","John Henry Sammis","","",
"When we're in trouble,","","Noel Richards. * Copyright © 1996 Kingsway's Thankyou Music.","Noel Richards","","",
"When words are not enough","","Martyn Layzell * Copyright © 1998 Thankyou Music","Martyn Layzell","","",
"When You prayed beneath the trees","","Christopher Idle * Copyright © Christopher Idle/Jubilate Hymns Ltd","Christopher Idle","","",
"When you've been broken,","","Kevin Prosch. * Copyright © 1995 7th Time Music/ Kingsway's Thankyou Music.","Kevin Prosch","","",
"Where can I go","","Brian Houston * Copyright © 2001 Thankyou Music","Brian Houston","","",
"Where could I find someone like You?","","Robin Mark * Copyright © 2000 Thankyou Music","Robin Mark","","",
"Where there once was only hurt,","","Tommy Walker. * Copyright © 1992 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Tommy Walker","","",
"Where You go I will go,","","Author unknown. *","Author unknown","","",
"Whether You're one","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"While shepherds watched","","Nahum Tate. *","Nahum Tate","","",
"Who can compare","","Gareth Robinson * Copyright © 2001 Thankyou Music","Gareth Robinson","","",
"Who can ever say they understand","","Dave Bilbrough. * Copyright © 1989 Kingsway's  Thankyou Music.","Dave Bilbrough","","",
"Who can sound the depths of sorrow","","Graham Kendrick.  * Copyright © 1988 Make Way Music.","Graham Kendrick","","",
"Who can stand before the Lord","","Geraldine Latty & Carey Luce * Copyright © 2002 Thankyou Music","Geraldine Latty | Carey Luce","","",
"Who could offer us abundant life?","","Evan Rogers * Copyright © 1998 Thankyou Music","Evan Rogers","","",
"Who has laid (SH00-145)","","","Johnny Markin","","",
"Who is He in yonder stall,","","Benjamin R. Hanby, alt. *","Benjamin R. Hanby | alt","","",
"Who is like unto thee, O Lord, amongst gods","","Judy Horner-Montemayor.  * Copyright © 1975 Integrity's Hosanna! Music.  Adm. Kingsway's Thankyou Music.","Judy Horner-Montemayor","","",
"Who is like You","","Joannah Oyeniran * Copyright © 2002 Thankyou Music","Joannah Oyeniran","","",
"Who is on the Lord's side?","","Frances R. Havergal. *","Frances R. Havergal","","",
"Who is there like the Lord our God","","Neil Bennetts * Copyright © 2002 Thankyou Music","Neil Bennetts","","",
"Who is there like You;;","","Paul Oakley. * Copyright © 1995 Kingsway's Thankyou Music.","Paul Oakley","SOF #1117","",
"Who is this","","Phil Rogers. * Copyright © 1984 Kingsway's Thankyou Music.","Phil Rogers","","",
"Who paints the skies","","Stuart Townend. * Copyright © 1995 Kingsway's Thankyou Music.","Stuart Townend","","",
"Who put the colours in the rainbow","","J.A.P. Booth * Copyright © Paul Booth/Adm. by CopyCare","J.A.P. Booth","","",
"Whom have I but You?","","David Ruis * Copyright © 1996 Mercy/Vineyard Publishing/Adm. by CopyCare","David Ruis","","",
"Who's the King of the jungle?","","Annie Spiers * Copyright © 1992 Annie Spiers","Annie Spiers","","",
"Who's the only light","","Scott Underwood * Copyright © 1999 Mercy/Vineyard Publishing/Adm. by CopyCare","Scott Underwood","","",
"Whose lips will plead","","Alex Muir. * Copyright © 1993 Kingsway's Thankyou Music.","Alex Muir","","",
"Will You come and follow me","","Graham Maule & John L. Bell. * Copyright © 1987 WGRG, Iona Community.","Graham Maule | John L. Bell","","",
"Wind, wind, blow on me,","","Jane & Betsy Clowe. * Copyright © 1974, 1975 Celebration/ Kingsway's Thankyou Music.","Jane Clowe | Betsy Clowe","","",
"With a prayer","","Stuart Townend * Copyright © 2002 Thankyou Music","Stuart Townend","","",
"With all my heart","","Paul Field.  * Copyright © 1987 Kingsway's  Thankyou Music.","Paul Field","","",
"With His hands He made me,","","Stuart Townend * Copyright © 1999 Thankyou Music","Stuart Townend","","",
"With my whole heart","","Graham Kendrick.  * Copyright © 1981 Kingsway's  Thankyou Music.","Graham Kendrick","","",
"With the choir of angels singing","","Matt Redman * Copyright © 1998 Thankyou Music","Matt Redman","","",
"Within the veil","","(From “Heaven shall not wait” Wild Goose Publications 1987) *  No permission is required to reproduce this song for non-commercial purposes   Ruth Dryden. Copyright © 1978 Genesis Music/ Kingsway's Thankyou Music.","(From “Heaven shall not wait” Wild Goose Publications 1987)","","",
"Wonderful grace,","","John Pantry * Copyright © 1990 HarperCollins Religious/Adm. by CopyCare","John Pantry","","",
"Wonderful love","","David Fellingham. * Copyright © 1990 Kingsway's Thankyou Music.","David Fellingham","","",
"Wonderful Redeemer","","Ashton Gardner * Copyright © 2001 Thankyou Music","Ashton Gardner","","",
"Wonderful, so wonderful","","Tim Hughes * Copyright © 2002 Thankyou Music","Tim Hughes","","",
"Worship the Lord!","","John Watson. * Copyright © 1986 Ampelos Music/ Adm. by CopyCare.","John Watson","","",
"Worship the Lord","","Louise Fellingham * Copyright © 1999 Thankyou Music","Louise Fellingham","","",
"Worthy art thou,","","Dave Richards. * Copyright © 1979 Kingsway's Thankyou Music.","Dave Richards","","",
"Worthy is the Lamb seated on the throne,","","David J. Hadden. * Copyright © 1983 Restoration Music Ltd./ Adm. by Sovereign Music UK.","David J. Hadden","","",
"Worthy is the Lamb who was slain.","","Andy Park. * Copyright © 1990 Mercy/Vineyard Publishing/Adm. by CopyCare.","Andy Park","","",
"Worthy is the Lamb,","","Carol Owen. * Copyright © 1995 Kingsway's Thankyou Music.","Carol Owen","","",
"Worthy, O worthy are You, Lord,","","Mark Kinzer. * Copyright © 1976 The Word of God Music/ Adm. by CopyCare.","Mark Kinzer","","",
"Worthy, the Lord is worthy,","","lan White. * Copyright © 1986 Little Misty Music/ Kingsway's Thankyou Music.","lan White","","",
"Worthy, You are worthy,","","Matt Redman * Copyright © 1999 Thankyou Music","Matt Redman","","",
"Woven together","","Stuart Townend * Copyright © 1997 Thankyou Music","Stuart Townend","","",
"Ye Holy angels bright,","","Richard Baxter. * John H. Gurney & Richard R. Chope altd.","Richard Baxter","","",
"Ye servants of God,","","Charles Wesley. *","Charles Wesley","","",
