"Holy ghost,","","Bjorn Aslakson. * Copyright © 1992 His Music/Kingsway's Thankyou Music.","Bjorn Aslakson","","",
"Holy, Holy are You, Lord","","Reuben Morgan * Copyright © 2002 Reuben Morgan/Hillsong Publishing/Kingsway Music","Reuben Morgan","","",
"Holy, Holy, God Almighty","","Brenton Brown * Copyright © 2001 Vineyard Songs (UK/Eire)/Adm. by CopyCare","Brenton Brown","","",
"Holy, Holy, Holy, Holy,","","Jimmy Owens. * Copyright © 1972 Bud John Songs/EMI Christian Music Publishing/Adm. by CopyCare.","Jimmy Owens","","",
"Holy, Holy, Holy is the Lord God Almighty","","Andy Park. * Copyright © 1990 Mercy/Vineyard Publishing/Adm. by CopyCare.","Andy Park","","",
"Holy, Holy, Holy is the Lord","","1995 Kingsway’s Thankyou Music.","Nathan Fellingham","SOF #771","",
"Holy, Holy, Holy is the Lord;(182)","","Author unknown. *","Author unknown","SOF #182","",
"Holy, Holy, Holy is the Lord.","","Bryn Haworth. * Copyright © 1991 Kingsway's Thankyou Music.","Bryn Haworth","","",
"Holy, Holy, Holy, Lord God Almighty!;","","Reginald Heber. *","Reginald Heber","SOF #183","",
"Holy, Holy, Holy Lord,","","Author unknown. *","Author unknown","","",
"Holy, Holy, Holy Lord","","Keith Getty, Emma Vardy & Noel Robinson * Copyright © 2001 Thankyou Music","Keith Getty | Emma Vardy | Noel Robinson","","",
"Holy, Holy, Holy","","Words unknown (Argentina) * Spanish and English Copyright Control","Words unknown (Argentina)","","",
"Holy, Holy is the Lord our God","","Dave Bilbrough * Copyright © 1999 Thankyou Music","Dave Bilbrough","","",
"Holy, Holy, Lord God Almighty,","","Richard Lewis. * Copyright © 1997 Kingsway's Thankyou Music.","Richard Lewis","","",
"Holy, Holy, Holy, Holy","","Robin Mark * Copyright © 2000 Thankyou Music","Robin Mark","","",
"Holy is the Lord,","","Kelly Green. * Copyright © 1982 Mercy/Vineyard Publishing/Adm. by CopyCare.  (Men and women in canon)","Kelly Green","","",
"Holy is Your name,","","John Paculabo. * Copyright © 1993 Kingsway's Thankyou Music.","John Paculabo","","",
"Holy one, Holy one","","Chris Bowater. * Copyright © 1991 Sovereign Music UK.","Chris Bowater","","",
"Holy one, my life is in Your hand","","Mick Gisbey. * Copyright © 1993 Kingsway's Thankyou Music.","Mick Gisbey","","",
"Holy one, righteous King","","Andrew Ulugia * Copyright © 1998 Parachute Music New Zealand/ Adm. by Kingsway Music","Andrew Ulugia","","",
"Holy Spirit, how I love You","","Peter Brooks, Stuart Townend & Kate Simmonds * Copyright © 2002 Thankyou Music","Peter Brooks | Stuart Townend | Kate Simmonds","","",
"Holy Spirit, lead me to my Father,","","Alan Leppitt. * Copyright © 1991 Kingsway's Thankyou Music.","Alan Leppitt","","",
"Holy Spirit, move within me,","","Charlotte Exon. * Copyright © 1991 Kingsway's Thankyou Music.","Charlotte Exon","","",
"Holy Spirit, rain down,","","Russell Fragar * Copyright © 1997 Russell Fragar/Hillsong Publishing/ Kingsway Music","Russell Fragar","","",
"Holy Spirit, we welcome You.","","Chris Bowater. * Copyright © 1986 Sovereign Lifestyle Music.","Chris Bowater","","",
"Hope has found its home within me","","Joel Houston * Copyright © 2000 Joel Houston/Hillsong Publishing/Kingsway Music","Joel Houston","","",
"Hope of the world,","","Robert Newey. * Copyright © 1994 Kingsway's Thankyou Music.","Robert Newey","","",
"Hosanna;","","Carl Tuttle. * Copyright © 1985 Mercy/Vineyard Publishing/Adm. by CopyCare.","Carl Tuttle","SOF #189","",
"Hover o'er me,","","Elwood H. Stokes (1815-95) *","Elwood H. Stokes (1815-95)","","",
"How can I be free from sin?","","Graham Kendrick & Steve Thompson. * Copyright © 1991 Make Way Music.","Graham Kendrick | Steve Thompson","","",
"How can I not praise You","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"How can I repay You,","","Geraldine Latty * Copyright © 2000 Thankyou Music","Geraldine Latty","","",
"How deep the father's love for us;","","Stuart Townend. * Copyright © 1995 Kingsway's Thankyou Music.","Stuart Townend","SOF #780","",
"How good You have been to me","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"How great are You, Lord,","","Lynn DeShazo * Copyright © 1999 Integrity's Hosanna! Music/Sovereign Music UK","Lynn DeShazo","","",
"How I love You,","","Keith & Melody Green. * Copyright © 1982 BMG Songs Inc/Birdwing Music/Ears to Hear Music/EMI Christian Music Publishing/Adm. by CopyCare.","Keith Green | Melody Green","","",
"How lovely is thy dwelling place, O Lord of hosts","","Author unknown. *","Author unknown","","",
"How lovely is Your dwelling place, O Lord Almighty;","Better is on day in your courts","Matt Redman. * Copyright © 1995 Kingsway's Thankyou Music.","Matt Redman","SOF #781","",
"How lovely on the mountains","","Leonard E. Smith Jnr. * Copyright © 1974, 1978 Kingsway's Thankyou Music.  Popular version","Leonard E. Smith Jnr","","",
"How precious, O Lord,","","Phil Rogers. * Copyright © 1982 Kingsway's Thankyou Music.","Phil Rogers","","",
"How shall I find","","Neil Bennetts * Copyright © 2002 Thankyou Music","Neil Bennetts","","",
"How sweet the name of Jesus sounds","","John Newton. *","John Newton","","",
"How wonderful,","","Dave Bilbrough. * Copyright © 1994 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"How You bless our lives,","","Chris Welch. * Copyright © 1987 Kingsway's Thankyou Music.","Chris Welch","","",
"Humble yourselves","","Dave Bilbrough. * Copyright © 1997 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"Hungry, I come to You,","","Kathryn Scott * Copyright © 1999 Vineyard Songs (UK/Eire)/Adm. by CopyCare","Kathryn Scott","","",
"I am a lighthouse,","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"I am a new creation;","","Dave Bilbrough. * Copyright © 1983 Kingsway's Thankyou Music.","Dave Bilbrough","SOF #197","",
"I am a wounded soldier","","Danny Daniels. * Copyright © 1985 Mercy/Vineyard Publishing/Adm. by CopyCare.","Danny Daniels","","",
"I am amazed","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2000 Lara Martin/Abundant Life Ministries/ Adm. by  Kingsway Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"I am helplessly in love with You","","Sue Rinaldi, Caroline Bonnett & Steve Bassett * Copyright © 2001 Thankyou Music","Sue Rinaldi | Caroline Bonnett | Steve Bassett","","",
"I am not ashamed","","John Pantry. * Copyright © 1990 Kingsway's Thankyou Music.","John Pantry","","",
"I am the apple of God's eye,","","Jim Bailey. * Copyright © 1996 Kingsway's Thankyou Music.","Jim Bailey","","",
"I am the bread of life,","","S. Suzanne Toolan. * Copyright © 1971 G. I. A. Publications/ Adm. by Calamus.","S. Suzanne Toolan","","",
"I am the God that healeth thee,","","Don Moen. * Copyright © 1985 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","Don Moen","","",
"I am the one with the unclean lips","","Brian Houston * Copyright © 2002 Thankyou Music","Brian Houston","","",
"I am trusting thee, Lord Jesus,","","Frances Ridley Havergal. *","Frances Ridley Havergal","","",
"I am yours","","David Gate. * Copyright © 1997 Kingsway's Thankyou Music.","David Gate","","",
"I behold Your power and glory","","Darlene Zschech * Copyright © 2001 Darlene Zschech/Hillsong Publishing/Kingsway Music","Darlene Zschech","","",
"I believe in everything You do","","James Taylor * Copyright © 1999 Thankyou Music","James Taylor","","",
"I believe in God the Father,","","Wayne Drain. * Copyright © 1996 Kingsway's Thankyou Music.","Wayne Drain","","",
"I believe in God the Father","","Stuart Townend & Keith Getty * Copyright © 2003 Thankyou Music","Stuart Townend | Keith Getty","","",
"I believe in Jesus:","","Marc Nelson. * Copyright © 1987 Mercy/Vineyard Publishing/Adm. by CopyCare.","Marc Nelson","","",
"I believe there is a God in heaven","","Dave Bilbrough. * Copyright © 1991 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"I bow down","","David Fellingham. * Copyright © 1992 Kingsway's Thankyou Music.","David Fellingham","","",
"I call on You, Almighty Lord","","Johnny Parks * Copyright © 2001 Thankyou Music","Johnny Parks","","",
"I can almost see","","Peter & Hanneke Jacobs. * Copyright © 1985 Maranatha! Music/ Adm. by CopyCare.","Peter Jacobs | Hanneke Jacobs","","",
"I can do all (all!), all (all!), all things","","Jim Bailey * Copyright © 1994 Thankyou Music","Jim Bailey","","",
"I can feel Your arms","","Ken Riley * Copyright © 1995 McKenzie Music/Adm. by Kingsway Music","Ken Riley","","",
"I cannot tell","","William Y. Fullerton. *","William Y. Fullerton","","",
"I come as I am","","Ken Riley * Copyright © 1999 Thankyou Music","Ken Riley","","",
"I come running","","Paul Oakley * Copyright © 2000 Thankyou Music","Paul Oakley","","",
"I come to bow down","","Kate Simmonds * Copyright © 2002 Thankyou Music","Kate Simmonds","","",
"I come to You, to sit at Your feet","","Louise & Nathan Fellingham * Copyright © 2001 Thankyou Music","Louise Fellingham | Nathan Fellingham","","",
"I come to You, Lord of all hope","","Matt Parker & Paul Oakley * Copyright © 1999 Thankyou Music","Matt Parker | Paul Oakley","","",
"I come, wanting just to be with You;","","Paul Booth * Copyright © 1998 Thankyou Music","Paul Booth","","",
"I could sing unending songs","","Martin Smith. * Copyright © 1994 Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","","",
"I count as nothing every earthly treasure","","Neil Bennetts * Copyright © 2001 Thankyou Music","Neil Bennetts","","",
"I cry out","","Craig Musseau. * Copyright © 1990 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Craig Musseau","","",
"I danced in the morning","","Sydney Carter * Copyright © 1963 Stainer & Bell Ltd","Sydney Carter","","",
"I delight greatly in the Lord,","","Chris Bowater. * Copyright © 1981 Sovereign Lifestyle Music.","Chris Bowater","","",
"I don't know why,","","Noel & Tricia Richards & Wayne Drain * Copyright © 1998 Thankyou Music","Noel Richards | Tricia Richards | Wayne Drain","","",
"I don't want to be a pharisee","","Ian Smale. * Copyright © 1996 Kingsway's Thankyou Music.","Ian Smale","","",
"I dream","","Matt Redman. * Copyright © 1996 Kingsway's Thankyou Music.","Matt Redman","","",
"I enter in","","Bethan Stevens (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Bethan Stevens (Abundant Life Ministries | Bradford | England)","","",
"I exalt You,","","Cecily Feldman. * Copyright © 1989 Cecily Feldman/ Kingsway's Thankyou Music.","Cecily Feldman","","",
"I get so excited, Lord,","","Mick Ray. * Copyright © 1978 Kingsway's Thankyou Music.","Mick Ray","","",
"I give my heart to what I treasure","","Noel Richards & Wayne Drain * Copyright © 2001 Thankyou Music","Noel Richards | Wayne Drain","","",
"I give You all the honour;","","Carl Tuttle. * Copyright © 1982 Mercy/Vineyard Publishing/Adm. by CopyCare.","Carl Tuttle","SOF #210","",
"I give You now","","Amy Rose. * Copyright © 1988 Samsongs/Coronation/ Kingsway's Thankyou Music.","Amy Rose","","",
"I have a destiny","","Mark Altrogge. * Copyright © 1986 People of Destiny International/ Word Music/Adm. by CopyCare.","Mark Altrogge","","",
"I have a maker,","","Tommy Walker. * Copyright © 1996 WeMobile Music/Doulos Publishing/Adm. by CopyCare.","Tommy Walker","","",
"I have come home,","","Noel & Tricia Richards * Copyright © 1998 Thankyou Music","Noel Richards | Tricia Richards","","",
"I have come to love You, for You have won my heart","","Martin Cooper & Paul Oakley * Copyright © 1999 Thankyou Music","Martin Cooper | Paul Oakley","","",
"I have come to love You,","","Matt Redman. * Copyright © 1995 Kingsway's Thankyou Music.","Matt Redman","","",
"I have come to realise","","Andrew Rogers * Copyright © 2001 Thankyou Music","Andrew Rogers","","",
"I have found","","Marc Nelson. * Copyright © 1987 Mercy/Vineyard Publishing/Adm. by CopyCare.","Marc Nelson","","",
"I have heard so many songs;","","Matt Redman * Copyright © 2000 Thankyou Music","Matt Redman","SOF #1321","",
"I have heard that You are swift","","Stuart Townend. * Copyright © 1997 Kingsway's Thankyou Music.","Stuart Townend","","",
"I have His word,","","Lex Loizides * Copyright © 2000 Thankyou Music","Lex Loizides","","",
"I have loved You","","Kent Henry. * Copyright © 1993 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Kent Henry","","",
"I have made a covenant","","Karen Barrie. * Copyright © 1973 Karen Barrie.","Karen Barrie","","",
"I have made You too small in my eyes;","","Lynn DeShazo. * Copyright © 1992 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Lynn DeShazo","","",
"I hear the sound of rustling","","Ronnie Wilson. * Copyright © 1979 Kingsway's Thankyou Music.","Ronnie Wilson","","",
"I hear the sound of the army of the Lord,","","Dave Moody. * Copyright © 1984 C A Music/ Music Services/CopyCare.","Dave Moody","","",
"I heard the voice of Jesus say:","","Horatius Bonar. *","Horatius Bonar","","",
"I just want to be where You are,","","Don Moen. * Copyright © 1989 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Don Moen","","",
"I just want to love,","","Tim Hughes * Copyright © 1998 Thankyou Music","Tim Hughes","","",
"I just want to praise You, I just want to sing","","Dave Bilbrough. * Copyright © 1988 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"I just want to praise You, lift my hands","","Arthur Tannous. * Copyright © 1984 Acts Music/ Kingsway's Thankyou Music.","Arthur Tannous","","",
"I know a place, a wonderful place,","","Randy &Terry Butler. * Copyright © 1993 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Randy Butler | Terry Butler","","",
"I know a place where blessings","","Nathan Fellingham. * Copyright © 1997 Kingsway's Thankyou Music.","Nathan Fellingham","","",
"I know He rescued my soul","","Reuben Morgan * Copyright © 1998 Reuben Morgan/Hillsong Publishing/Kingsway Music","Reuben Morgan","","",
"I know not why God's wondrous grace (Townend)","","D.W. Whittle (1840-1901) adapt. Stuart Townend * Copyright © 1999 Thankyou Music","D.W. Whittle (1840-1901) adapt. Stuart Townend","","",
"I know not why God's wondrous grace","","D.W. Whittle. *","D.W. Whittle","","",
"I know You love an offering","","David Gate * Copyright © 1999 Thankyou Music","David Gate","","",
"I know You love to crown the humble,","","Matt Redman. * Copyright © 1996 Kingsway's Thankyou Music.","Matt Redman","","",
"I lift my eyes to the quiet hills,","","Timothy Dudley-Smith. * Copyright © 1968 Timothy Dudley-Smith.","Timothy Dudley-Smith","","",
"I lift my eyes up to the mountains","","Brian Doerksen. * Copyright © 1990 Mercy/Vineyard Publishing/Adm. by CopyCare.","Brian Doerksen","","",
"I lift my hands, I raise my voice","","Eddie Espinosa. * Copyright © 1982 Mercy/Vineyard Publishing/Adm. by CopyCare.","Eddie Espinosa","","",
"I lift my hands to the coming King","","Andre Kempen. * Copyright © 1989 Kempen Music/ Kingsway's Thankyou Music.","Andre Kempen","","",
"I lift my voice","","Dave Bilbrough. * Copyright © 1985 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"I lift You high","","Matt Redman * Copyright © 2000 Thankyou Music","Matt Redman","","",
"I live my life to worship You","","Gareth Robinson * Copyright © 2002 Thankyou Music","Gareth Robinson","","",
"I live,","","Rich Cook. * Copyright © 1976 John T. Benson Publishing Co./Adm. by CopyCare.","Rich Cook","","",
"I long for You, O Lord.","","Steve & Vikki Cook. * Copyright © 1988 People of Destiny Int./Word Music/Adm. by CopyCare.","Steve Cook | Vikki Cook","","",
"I love the Lord","","Ian White. * Copyright © 1996 Little Misty Music/Kingsway's Thankyou Music.","Ian White","","",
"I love You, Lord, and I lift my voice;","","Laurie Klein. * Copyright © 1978 Maranatha! Music/ Adm. by CopyCare.","Laurie Klein","SOF #226","",
"I love You, Lord, my strength,","","Phil Lawson Johnston. * Copyright © 1993 Kingsway's Thankyou Music.","Phil Lawson Johnston","","",
"I love You more each day","","Ken Riley * Copyright © 2001 Thankyou Music","Ken Riley","","",
"I love You, my Lord,","","David Fellingham. * Copyright © 1984 Kingsway's Thankyou Music.","David Fellingham","","",
"I love You with the love of the Lord,","","James Gilbert. * Copyright © 1975 Bud John Songs/ EMIChristian Music Publishing/ Adm. by CopyCare.","James Gilbert","","",
"I love You, Lord, I worship You","","John Ellis * Copyright © 1999 Thankyou Music","John Ellis","","",
"I met You","","Ken Riley * Copyright © 2001 Thankyou Music","Ken Riley","","",
"I need You likw dew","","Chris Bowater. * Copyright © 1995 Sovereign Lifestyle Music.","Chris Bowater","","",
"I need You like the summer","","Paul Oakley & Martin Cooper * Copyright © 2002 Thankyou Music","Paul Oakley | Martin Cooper","","",
"I need You now,","","Paul Oakley * Copyright © 1998 Thankyou Music","Paul Oakley","","",
"I once was frightened of spiders,","","Ian Smale. * Copyright © 1994 Kingsway's Thankyou Music.","Ian Smale","","",
"I reach up high","","Judy Bailey * Copyright © 1993 Daybreak Music Ltd","Judy Bailey","","",
"I receive Your love,","","Paul Armstrong. * Copyright © 1980 Word's Spirit of Praise Music/Adm. by CopyCare.","Paul Armstrong","","",
"I see the King of Glory","","","Author Unknown","","",
"I see the King of Glory (SH09-35)","","","Author Unknown","","",
"I see the Lord seated on the throne","","Chris Falson. * Copyright © 1993 Chris Falson Music/ Maranatha! Music/Adm. by CopyCare.","Chris Falson","","",
"I see the Lord, and He is high","","Paul Oakley * Copyright © 1999 Thankyou Music","Paul Oakley","","",
"I see the Lord, I see the Lord","","Author unknown. *","Author unknown","","",
"I see You hanging there","","Michael Sandeman * Copyright © 2001 Thankyou Music","Michael Sandeman","","",
"I sing a simple song of love","","Craig Musseau. * Copyright © 1991 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Craig Musseau","","",
"I sing praises to Your name,","","Terry MacAlmon. * Copyright © 1989 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Terry MacAlmon","","",
"I stand amazed in the presence","","Charles Gabriel. * Copyright © Rodeheaver Co/Word Music/ Adm. by CopyCare.","Charles Gabriel","","",
"I stand amazed when I realise","","Paul Oakley. * Copyright © 1990 Kingsway's Thankyou Music.","Paul Oakley","","",
"I thank You for the cross","","Ken Riley * Copyright © 1999 Thankyou Music","Ken Riley","","",
"I the Lord of sea and sky;","","Daniel L. Schutte. * Copyright © 1991 Daniel L. Schutte and New Dawn Music.","Daniel L. Schutte","SOF #830","",
"I tremble in Your presence,","","Rohn Bailey * Copyright © 1999 Thankyou Music","Rohn Bailey","","",
"I waited patiently","","Ian White. * Copyright © 1987 Little Misty Music/Kingsway's Thankyou Music.","Ian White","","",
"I walk by faith,","","Chris Falson. * Copyright © 1990 Chris Falson Music/ Maranatha! Music/Adm. by CopyCare.","Chris Falson","","",
"I wanna sing,","","Dave Renehan. * Copyright © 1982 Kingsway's Thankyou Music.","Dave Renehan","","",
"I want to be a history maker,","","Graham Kendrick. * Copyright © 1988 Make Way Music.","Graham Kendrick","","",
"I want to be before Your throne","","Paul Oakley * Copyright © 2000 Thankyou Music","Paul Oakley","","",
"I want to be Holy,","","Paul Oakley & Alan Rose. * Copyright © 1997 Kingsway's Thankyou Music.","Paul Oakley | Alan Rose","","",
"I want to be out of my depth in Your love,","","Doug Horley & Noel Richards. * Copyright © 1995 Kingsway's Thankyou Music.","Doug Horley | Noel Richards","","",
"I want to know","","Evan Rogers. * Copyright © 1997 Kingsway's Thankyou Music.","Evan Rogers","","",
"I want to serve the purpose of God;","","Mark Altrogge. * Copyright © 1982 People of Destiny International/Word Music/Adm. by CopyCare.","Mark Altrogge","SOF #260","",
"I want to walk with Jesus Christ","","C. Simmonds. * Copyright © 1964 C. Simmonds.","C. Simmonds","","",
"I was lost","","Paul Oakley. * Copyright © 1995 Kingsway's Thankyou Music.","Paul Oakley","","",
"I was made to praise You,","","For permission to reproduce this song for non-commercial purposes, * please contact C. Simmonds, 22 St Michael's Road, Bedford, Bedfordshire, MK40 2LT   Chris Christensen. Copyright © 1986 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","For permission to reproduce this song for non-commercial purposes","","",
"I was once in darkness,","","Joan Parsons. * Copyright © 1978 Kingsway's Thankyou Music.","Joan Parsons","","",
"I will be yours,","","Brian Doerksen. * Copyright © 1994 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Brian Doerksen","","",
"I will build my church,","","Graham Kendrick. * Copyright © 1988 Make Way Music.","Graham Kendrick","","",
"I will call upon the Lord, who is worthy","","Victor Rubbo. * Copyright © 1982 Mercy/Vineyard Publishing/Adm. by CopyCare.  (Men and women in canon)","Victor Rubbo","","",
"I will call upon the Lord,","","Michael O'Shields. * Copyright © 1981 Word Music/ Adm. by CopyCare.","Michael O'Shields","","",
"I will call upon the name of the Lord","","Robert Critchley * Copyright © 2001 Thankyou Music","Robert Critchley","","",
"I will change Your name,","","D. J. Butler. * Copyright © 1987 Mercy/Vineyard Publishing/Adm. by CopyCare.","D. J. Butler","","",
"I will come and bow down","","Martin J. Nystrom. * Copyright © 1984 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Martin J. Nystrom","","",
"I will come, come, come","","Tim Sherrington * Copyright © 2000 Thankyou Music","Tim Sherrington","","",
"I will cry mercy,","","Steve Bassett & Sue Rinaldi. * Copyright © 1994 Kingsway's Thankyou Music.","Steve Bassett | Sue Rinaldi","","",
"I will dance,","","Matt Redman. * Copyright © 1995 Kingsway's Thankyou Music.","Matt Redman","","",
"I will enter His gates","","Leona Von Brethorst. * Copyright © 1976 Maranatha! Music/ Adm. by CopyCare.","Leona Von Brethorst","","",
"I will enter Your house","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"I will extol the Lord","","Ian White. * Copyright © 1992 Little Misty Music/ Kingsway's Thankyou Music.","Ian White","","",
"I will follow You to the cross","","Sue Rinaldi. * Copyright © 1997 Kingsway's Thankyou Music.","Sue Rinaldi","","",
"I will give thanks to the Lord","","Mark Altrogge. * Copyright © 1988 Integrity's Praise! Music/ People of Destiny Music/Adm. by Kingsway's Thankyou Music.","Mark Altrogge","","",
"I will give thanks to thee,","","Brent Chambers. * Copyright © 1977 Scripture in Song, a division of Integrity Music/ Adm. by Kingsway's Thankyou Music.","Brent Chambers","","",
"I will give You praise,","","Tommy Walker. * Copyright © 1985 Kingsway's Thankyou Music.","Tommy Walker","","",
"I will love You for the cross;","","Matt & Beth Redman * Copyright © 1998 Thankyou Music","Matt Redman | Beth Redman","SOF #1373","",
"I will magnify","","Scott Palazzo. * Copyright © 1985 Mercy/Vineyard Publishing/Adm. by CopyCare.","Scott Palazzo","","",
"I will never be the same","","Ian Hannah * Copyright © 2001 Thankyou Music","Ian Hannah","","",
"I will never be the same,","","Paul Oakley & J.K. Jamieson * Copyright © 1998 Thankyou Music","Paul Oakley | J.K. Jamieson","","",
"I will offer up my life;","","Matt Redman. * Copyright © 1994 Kingsway's Thankyou Music.","Matt Redman","SOF #851","",
"I will praise You all my life;","","Mark Altrogge. * Copyright © 1987 People of Destiny International/Word Music/Adm. by CopyCare.","Mark Altrogge","","",
"I will praise You with the harp","","Ian White. * Copyright © 1987 Little Misty Music/ Kingsway's Thankyou Music.","Ian White","","",
"I will praise You,","","Bryn Haworth. * Copyright © 1992 Signalgrade/Kingsway's Thankyou Music.","Bryn Haworth","","",
"I will rejoice, I will rejoice,","","David Fellingham. * Copyright © 1982 Kingsway's Thankyou Music.","David Fellingham","","",
"I will rejoice in You and be glad,","","Author unknown. *","Author unknown","","",
"I will rest in Christ","","Geoff Bullock. * Copyright © 1997 Watershed Productions/ Kingsway's Thankyou Music.","Geoff Bullock","","",
"I will rise and bless You, Lord,","","Diane Fung. * Copyright © 1983 Kingsway's Thankyou Music.","Diane Fung","","",
"I will seek Your face,","","Noel & Tricia Richards. * Copyright © 1990 Kingsway's Thankyou Music.","Noel Richards | Tricia Richards","","",
"I will sing, I will sing","","Max Dyer. * Copyright © 1974 Celebration/Kingsway's Thankyou Music.","Max Dyer","","",
"I will sing of the Lamb,","","Stuart Townend. * Copyright © 1997 Kingsway's Thankyou Music.","Stuart Townend","","",
"I will sing of the mercies","","J. H. Fillmore. *","J. H. Fillmore","","",
"I will sing the wondrous story","","Francis Rawley (1854–1952). * Words Copyright © 1952 HarperCollins Religious/Adm. by CopyCare.","Francis Rawley (1854–1952)","","",
"I will sing unto the Lord","","Donya Brockway. * Copyright © 1972 His Eye Music/ Multisongs/EMI Christian Music Publ./Adm. by CopyCare.","Donya Brockway","","",
"I will speak out","","Dave Bankhead, Sue Rinaldi, Ray Goudie & * Steve Bassett. Copyright © 1990 Word's Spirit of Praise Music/Adm. by CopyCare.","Dave Bankhead | Sue Rinaldi | Ray Goudie","","",
"I will wait","","Maggi Dawn. * Copyright © 1993 Kingsway's Thankyou Music.","Maggi Dawn","","",
"I will wave my hands","","Ian Smale. * Copyright © 1985 Kingsway's Thankyou Music.","Ian Smale","","",
"I will worship You, Lord,","","Daniel Gardner. * Copyright © 1981 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Daniel Gardner","","",
"I will worship;;","","David Ruis. * Copyright © 1991 Shade Tree Music/ Maranatha! Music/Adm. by CopyCare.","David Ruis","SOF #859","",
"I worship You, Almighty God,","","Sondra Corbett. * Copyright © 1986 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","Sondra Corbett","","",
"I worship You, Almighty King,","","Nathan Fellingham, Luke Fellingham * & Louise Hunt. Copyright © 1997 Kingsway's Thankyou Music.","Nathan Fellingham | Luke Fellingham","","",
"I worship You, O Lord,","","Callie Gerbrandt. * Copyright © 1993 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Callie Gerbrandt","","",
"I would rather be","","Evan Rogers. * Copyright © 1996 Kingsway's Thankyou Music.","Evan Rogers","","",
"If I seek You","","Noel Richards & Wayne Drain * Copyright © 2001 Thankyou Music","Noel Richards | Wayne Drain","","",
"If I were a butterfly,","","Brian Howard. * Copyright © 1974 Mission Hills/ Adm. by Kingsway's Thankyou Music.","Brian Howard","","",
"If it wasn't for Your mercy","","Matt Redman & Tom Lane * Copyright © 2002 Thankyou Music/worshiptogether.com songs/ The Bridge Worx/Adm. by Kingsway Music","Matt Redman | Tom Lane","","",
"If my people, who are called by my name","","Ken Riley * Copyright © 1999 Thankyou Music","Ken Riley","","",
"If my people, who bear My name","","Graham Kendrick. * Copyright © 1987 Make Way Music.","Graham Kendrick","","",
"If we died with Christ","","David Lyle Morris & Faith Forster * Copyright © 2001 Thankyou Music","David Lyle Morris | Faith Forster","","",
"I'm a friend of Jesus Christ,","","Doug Horley. * Copyright © 1991 Kingsway's Thankyou Music.","Doug Horley","","",
"I'm accepted,","","Rob Hayward. * Copyright © 1985 Kingsway's Thankyou Music.","Rob Hayward","","",
"I'm calling out to You,","","Brian Houston * Copyright © 2000 Thankyou Music","Brian Houston","","",
"I'm cradled","","Dave Bilbrough * Copyright © 2002 Thankyou Music","Dave Bilbrough","","",
"I'm crying out,","","Wayne Drain & Noel Richards * Copyright © 1998 Thankyou Music","Wayne Drain | Noel Richards","","",
"I'm drawn a little bit closer","","Geraldine Latty & Noel Robinson * Copyright © 2000 Thankyou Music","Geraldine Latty | Noel Robinson","","",
"I'm forever in Your love,","","Doug Horley * Copyright © 1999 Thankyou Music","Doug Horley","","",
"I'm giving You my heart","","Marc James * Copyright © 2000 Vineyard Songs (UK/Eire)/ Adm. by CopyCare","Marc James","","",
"I'm gonna thank the Lord,","","Dave Bilbrough. * Copyright © 1977 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"I'm gonna trust in God,","","Steve Earl * Copyright © 1998 PDI Worship/Adm. by CopyCare","Steve Earl","","",
"I'm grateful","","Johnny Parks * Copyright © 2001 Thankyou Music","Johnny Parks","","",
